credit_limit,age,pay_sep,pay_aug,pay_jul,pay_jun,pay_may,pay_apr,bill_sep,bill_aug,bill_jul,bill_jun,bill_may,bill_apr,pay_amt_sep,pay_amt_aug,pay_amt_jul,pay_amt_jun,pay_amt_may,pay_amt_apr,debt_to_income_ratio,payment_behavior_score,credit_utilization_index,delinquency_score,payment_consistency,gender_2,education_2,education_3,education_4,marital_status_2,marital_status_3
0.01594122231296948,0.0020813467619990077,-0.014388350210722696,-0.010842465799402401,-0.009098530993625625,-0.005693914765328668,-0.004154185869395085,-0.003737354893126927,0.00701887471316509,-0.004476304277753663,-0.00044408150263745193,0.0005883390341885607,0.0009125737736403412,-0.0009136806642141572,-0.00860421494814171,0.017933910164913126,-0.00519171785386082,-0.004737902756948461,-0.000273977303780294,-0.005307388143444426,-0.018514744769385583,-0.007774682919350021,-0.011945471477775046,-0.029291226721494736,-0.007823933844094624,0.0004266713346143117,0.0003334264355804306,9.659773922782667e-05,4.48762204161478e-05,-0.0005405548173549919,-8.224120753882598e-05
-0.006544773465313326,-0.0035964522107447667,-0.01469617457160875,-0.010282095771339003,-0.011836788493264562,-0.006124011056943181,-0.003965711789383631,-0.0016895377765562217,-0.005341007731286451,0.0014057554803730689,0.0025713563219888795,0.0034945527163219416,0.004531868684149459,-0.001834609152279333,0.015928727089045316,0.014231836745295191,0.011736639520340209,0.005388169305635653,-0.002220270078869935,0.0017720543081316768,-0.009262168464722362,-0.002318782966338466,-0.008255557561826065,-0.029578926594860826,-0.011004225906337168,0.00047596939545544196,-0.0014233849312941702,0.00017489949001569933,5.280948008888265e-05,0.0019446830995065068,-6.12295129817934e-05
0.010834398524188967,-0.0002236307701019276,-0.024792645489303988,-0.012755606066747787,-0.00834342280514599,-0.004160023574540003,-0.004501934515298322,-0.002939389504939752,-0.003757800978066803,-0.00045513445106691174,-0.0015221789704414998,0.0006687571742064407,-0.004120009824698886,0.0022791215135449586,-0.00354896621542086,-0.0024753123268649938,-0.004070897025023937,-0.00013581229914888702,-0.004950322845159757,-0.00023079078874409223,0.019896039674034593,0.0018999309106260468,0.021296087771410687,-0.0358379089014486,0.011461740352959202,0.0009602840265605594,0.0031530038523991106,-2.7274252062126566e-05,4.973231562132003e-05,-0.0007706062651935128,-9.219755100265907e-05
-0.013145991551153518,0.006065298928254695,-0.022640641112850843,-0.008457890916817713,-0.007776820172709778,-0.0035159664970008044,-0.0039679702379817145,-0.0033526165194911845,0.009953814324259163,0.008017955895667976,0.007801059103734132,0.007452914042055203,0.005920098898514448,0.004330068665538826,-0.01095724724055553,-0.016310696065554728,-0.010202510795167274,-0.004185280236816808,-0.005274177977766933,-0.006818538115511774,0.0187369506733761,-0.0026814941759638125,0.022515467948972728,-0.030907479668420813,-0.003534569555382041,-0.0003975800378763047,-0.0019226839630420694,-0.00022152802319491558,8.097540800441785e-05,-0.00040106671428035264,-5.774005940881122e-05
-0.0134873825889293,-0.0015651620861546478,-0.013410607672297816,-0.006694699397796119,-0.007826483184299996,-0.002153503600872315,-0.004022136292842266,-0.0026294425718068485,-0.0035443643749814564,-0.00193459378339543,-0.0002052981573897892,0.0006292078241568993,-0.0018179773355710357,-0.0007426561560984477,-0.007505405517263264,-0.007939562251492442,-0.008562615091609264,-0.00403261917781671,-0.0035715854253682866,-0.005285838466823368,-0.015930239299004657,-0.006518609508823451,-0.017703408020961424,-0.030465452474906084,-0.007317934129885212,-0.0008006619051185123,-0.00023176851428067507,-5.612112836443576e-05,2.8466588760586764e-05,0.0006374617295217131,-6.673658686345159e-05
-0.010758398049805093,-0.002977028509925409,-0.014454107052950077,0.03267088437326351,-0.006089750815110744,-0.0023075960469307122,-0.0053630815595580115,-0.007672659648330745,-0.007211858570261388,0.002216520926262955,-0.0008217808013244032,-0.004277372077792307,-0.0033034928103778632,-0.0026348998801533916,0.029714607380086664,-0.010810464091653751,-0.009476922903391038,0.005193415178792411,0.0067587835474794055,0.01268455396733148,0.014725506414898597,-0.00472580247284625,0.0182646098207086,0.11038859354162443,-0.0029718080398697896,-0.0004264797158270443,-0.000467767996395894,0.0007875788676684214,0.0002120860419714448,0.0011429255994731499,-0.0001556495265007524
-0.013864773685126964,-0.002089662928830654,-0.02300616397464559,-0.010783648713301107,-0.007939438339316651,-0.0045760660503041724,-0.0045704085734435,-0.0032475733747994373,0.0010546109471956159,-0.0006816362406854035,-0.0012458754470751829,0.0004325918338378286,-0.002714136628646719,0.0014554573592618465,-0.012235605854987024,-0.007510225725543792,-0.007225140865918009,-0.0039014374505796042,-0.005324213457070195,-0.0048336196903423015,-0.001069594997661466,0.013296596098626143,-0.0009902456057135514,-0.03685930750966606,0.001773053796525803,0.0025426560833070383,0.0004514408960484682,-8.174269507118295e-05,7.340474341520836e-05,-0.0010904910803385191,-0.00010351847864002282
-0.010996120827430593,-0.0010344292316504262,-0.02100122508820572,-0.009571475861860334,-0.006229437207934228,-0.004322813932822324,-0.004858690226428673,-0.003200016518206455,-0.006942890709499538,-0.004278698797288153,-0.0021603522059176444,-0.0021814926633024374,-0.002566834813653385,0.001680932696877027,-0.012368416557261208,-0.008819689297753206,-0.01030768250356457,-0.004134453140432758,-0.006507496493859384,-0.009531237333927812,-0.013664532713991085,-0.005561706562029633,-0.015610828813551709,-0.03272116242490226,0.009641052498576294,0.000841156597358456,-0.0006816457786707267,0.00033679999835648097,6.150639943661598e-05,-0.0007945887896522318,-5.728771509338751e-05
-0.01169718612903933,0.0009923621096415884,-0.01641433873944362,-0.008895238647044534,-0.008109995080135435,-0.004431762868738767,-0.004392057275771933,-0.0025535775235134735,-0.007485085137649614,0.0027701488482702037,0.002072785854326274,0.0028745686738468395,-0.0004294666853088017,-7.020450349640751e-05,0.019856676437322276,-0.009859277291696859,-0.008350195167272536,-0.004111493493962953,0.008441938398299927,-0.001510387902393296,-0.012526298657774606,-0.008019791773307267,-0.01141724144931832,-0.03157992604243809,-0.010832955317133963,-0.0007648057642796309,-0.00034876449355615113,-6.797679185278679e-05,4.947462824604367e-05,0.001051822217182493,-5.569139304640109e-05
-0.00861237605853642,-0.0003718169985184632,-0.02278684973405862,-0.011380491526251237,-0.007885736376294097,-0.004471354445452908,-0.004287933805988092,-0.0036599180477577846,-0.011261199105131193,-0.0040513958353863315,0.001715529767037727,-0.0010176971264191648,-0.0005145393078322693,0.0008240037815235696,-0.005248013563558651,0.008307688719243391,-0.00345371162958329,0.0016758823621262043,0.001593455400155338,-0.003045673760902022,-0.013945077342711762,0.004093231854654952,-0.016866531718988293,-0.03641151721167415,-0.00031960437234571185,0.0010432456791115863,-0.0009200144477262928,0.0003858448527279549,5.433482421050988e-05,-0.0006770603242104808,-3.471817460401379e-05
